,Official English Name,Debut,Affiliations,Occupations,Status,Birthday,Devil Fruit,Observation Haki,Armament Haki,Conquerers Haki,Origin,Age,Height,Blood Type,Fruit Type,Bounty
504,Giovanni,809.0,Mokomo Dukedom,Three Inuarashi Musketeers,Alive,July 20,0,0,0,0,Grand Line,30.0,226.0,S,,
505,Gismonda,705.0,CP0,Cipher Pol Agent,Alive,,0,0,0,0,,,,,,
506,Gladius,682.0,Donquixote Pirates,Pirate Officer,Alive,August 6,1,0,0,0,North Blue,33.0,260.0,XF,Paramecia,31000000.0
507,Gloriosa,514.0,Kuja ,Empress of Amazon Lily (former),Alive,February 4,0,0,0,0,Calm Belt,,,,,
508,,427.0,Marines,Marine,Alive,,0,0,0,0,,,,,,
509,Glutbunny,1129.0,,,Deceased,,0,0,0,0,,,,,,
510,Gode,254.0,God's Army,Clergyman,Unknown,,0,0,0,0,,,,,,
511,Going MerryMerry GoSS Merry Go,41.0,,,Destroyed,,0,0,0,0,,,1100.0,,,
512,Goki,954.0,Beasts Pirates (Numbers),,Alive,,0,0,0,0,,,,,,
513,Gol D. Roger,1.0,Roger Pirates,Pirate Captain,Deceased,December 31,0,1,1,1,East Blue,,274.0,S,,5564800000.0
514,Goldberg,899.0,New Giant Warrior Pirates,Cook,Alive,May 11,0,0,0,0,Grand Line,63.0,2100.0,,,
515,Goldfish Princess,189.0,Goldfish Empire,Princess of Goldfish Empire,Alive,,0,0,0,0,,,,,,
516,"Gomora,Gomorrah",366.0,Franky Family,Transportation,Alive,August 6,0,0,0,0,,,,,,
517,Gonbe,322.0,Chimney,Pet,Alive,February 8,0,0,0,0,,,,,,
518,Goo,483.0,Pirate crew,"Pirate, Captain",Alive,,0,0,0,0,,,,,,
519,Googly,101.0,Poseidon,,Alive,,0,0,0,0,,,,,,
520,Gorilla,596.0,Marines,Marine Captain,Alive,May 18,0,0,0,0,,,,,,100000000.0
521,Gorishiro,978.0,Beasts Pirates,,Alive,,0,0,0,0,,,,,,
522,Goro,316.0,Ukkari Hot-Spring Island,Onsen manager,Alive,November 26,0,0,0,0,,,,,,
523,GorobeiGorobe,924.0,,,Unknown,,0,0,0,0,,,,,,
524,Gotti,825.0,Fire Tank Pirates,"Pirate, Assassin,  Combatant",Alive,May 21,0,0,0,0,West Blue,33.0,375.0,S,,90000000.0
525,Grabba,717.0,Tontatta Kingdom,,Alive,,0,0,0,0,,,,,,
526,Gram,391.0,Ohara Archaeologists,Archaeologist,Deceased,,0,0,0,0,,,,,,
527,Great Michael,563.0,Ally of the Whitebeard Pirates,Pirate,Alive,,0,0,0,0,,,,,,
528,Guernica,705.0,CP0,Cipher Pol Agent,Deceased,October 25,0,0,0,0,West Blue,,243.0,F,,
529,Guillotine,1078.0,Marines,Vice Admiral,Alive,,0,0,0,0,,,,,,500000000.0
530,Gurutaro,960.0,Mimawarigumi,Samurai,Unknown,,0,0,0,0,,,,,,
531,Gyaro,197.0,Macro Pirates,Pirate,Alive,,0,0,0,0,Grand Line,,,,,
532,Gyogyo,498.0,Bonney Pirates,Fishmonger (former),Alive,,0,0,0,0,South Blue,,,,,
533,"Gyoro, Nin, Bao",449.0,Thriller Bark Pirates,Soldier Zombies[citation needed],Deceased,,0,0,0,0,,,,,,
534,Gyoll,1.0,,Fishmonger,Alive,March 7,0,0,0,0,East Blue,,,,,
535,Gyro,611.0,"Gyro Pirates , New Fish-Man Pirates (ruse, former)",Pirate,Alive,June 22,0,0,0,0,,,,,,73000000.0
536,Hack,706.0,Revolutionary Army,Revolutionary Army memberFish-Man Karate InstructorFish-Man Jujutsu Martial Artist,Alive,August 9,0,0,0,0,Grand Line,38.0,280.0,F,,
537,Huck,391.0,Ohara Archaeologists,Archaeologist,Deceased,,0,0,0,0,,,,,,
538,Hajrudin,706.0,New Giant Warrior Pirates,Captain of the Sixth Ship of the Straw Hat Grand Fleet,Alive,August 12,0,0,0,0,Grand Line,81.0,2200.0,XF,,
539,Boxer,245.0,Wapol,Pet,Alive,,0,0,0,0,,,,,,
540,Hakugan,810.0,Heart Pirates ,Helmsman,Unknown,,0,0,0,0,North Blue,,,,,
541,Ham Burger,823.0,,King of the Ballywood Kingdom,Alive,July 20,0,0,0,0,,,,,,
542,Hamburg,305.0,Foxy Pirates,Pirate,Alive,February 22,0,0,0,0,,,,,,
543,Hamlet,994.0,Beasts Pirates,Shinuchi,Alive,,1,0,0,0,,,,,Artificial Zoan,
544,Hammond,607.0,New Fish-Man Pirates,Pirate,Alive,July 17,0,0,0,0,Grand Line,,,,,
545,Hanko,940.0,,,Alive,,0,0,0,0,,,,,,
546,,971.0,,,Unknown,,0,0,0,0,,,,,,
547,Hanafuda,,Seven Warlords of the Sea (former),Pirate,Deceased,,0,0,0,0,,,514.0,,,
548,Hangan,556.0,Ally of the Whitebeard Pirates,Pirate,Alive,,0,0,0,0,,,,,,
549,Hanger,97.0,Robecca Hanberg,Salesperson,Alive,September 23,0,0,0,0,East Blue,,,,,
550,Hanji,929.0,,Pawn Shop Owner,Alive,,0,0,0,0,,,,,,
551,,949.0,Ninja-Pirate-Mink-Samurai Alliance,Prisoner (former),Alive,,0,0,0,0,,,,,,
552,Hannyabal,525.0,Impel Down,Chief Warden,Alive,August 28,0,0,0,0,South Blue,33.0,309.0,S,,
553,Hanzo,931.0,Beasts Pirates,Ninja,Alive,August 3,0,0,0,0,Grand Line,42.0,544.0,F,,
554,Happa Yamao,341.0,,Carpenter,Alive,,0,0,0,0,,,,,,
555,,578.0,Whitebeard Pirates,Pirate,Alive,,0,0,0,0,,,,,,
556,Hara,919.0,,,Alive,,0,0,0,0,,,,,,
557,Harald,1136.0,Elbaph Royal Family,King of the Warland Kingdom,Deceased,,0,0,0,1,Grand Line,,,,,
558,Haredas,523.0,,Scientist,Alive,October 14,0,0,0,0,Sky Islands,95.0,253.0,X,,
559,Hareji,948.0,Ninja-Pirate-Mink-Samurai Alliance,Prisoner (former),Alive,,0,0,0,0,,41.0,,,,
560,Victimothy Crucifixio,594.0,,Pirate,Unknown,,0,0,0,0,,,,,,
561,Haruta,553.0,Whitebeard Pirates,12th Division Commander,Alive,February 4,0,0,0,0,South Blue,,,,,
562,PincersScissors,176.0,Ukkari Hot-Spring Island,Ukkari Hot-Springs Resort Transportation,Alive,,0,0,0,0,,,,,,
563,Haccha,981.0,Beasts Pirates (Numbers),,Alive,October 8,0,0,0,0,Grand Line,188.0,3675.0,XF,,
564,Hatchan,69.0,Takoyaki 8,Takoyaki seller,Alive,August 8,0,0,0,0,,36.0,220.0,S,,8000000.0
565,Hatsume,951.0,Beasts Pirates,Samurai,Alive,,0,0,0,0,,,,,,
566,Hattori,323.0,CP0,Rob Lucci's Pet,Alive,August 10,0,0,0,0,,18.0,2.0,,,
567,Hawk-Man,959.0,Beasts Pirates,Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
568,Heat,500.0,Kid Pirates ,Pirate,Unknown,December 1,0,0,0,0,South Blue,,,,,
569,Helmeppo,3.0,Marines (Headquarters,Lieutenant Commander,Alive,July 16,0,0,1,0,,20.0,179.0,S,,100000000.0
570,Heppoko,2.0,Alvida Pirates (disbanded),Pirate,Alive,September 2,0,0,0,0,East Blue,,,,,
571,Hera,703.0,Corrida Colosseum,Gladiator,Alive,,0,0,0,0,,,,,,
572,Hera,1011.0,Big Mom Pirates,Living Weapon,Unknown,March 17,0,0,0,0,Grand Line,,212.0,,,
573,Heracles,524.0,,Explorer,Alive,May 10,0,0,0,0,South Blue,49.0,214.0,F,,
574,Herb,287.0,Shandia,,Deceased,,0,0,0,0,,,,,,
575,Hewitt,223.0,Bellamy Pirates,Chef,Unknown,,0,0,0,0,North Blue,,,,,
576,Hibari,1061.0,Marines,Commander,Alive,January 18,0,1,1,0,North Blue,17.0,165.0,F,,200000000.0
577,Hidayu,926.0,Kouzuki Family,Samurai,Alive,,0,0,0,0,,,,,,
578,Higuma,1.0,Higuma Bandits,Bandit Leader,Deceased,November 18,0,0,0,0,East Blue,,190.0,X,,8000000.0
579,Hihimaru,910.0,Beasts Pirates  (defected),,Alive,,0,0,0,0,,,,,,
580,Hikkomitsukumai,951.0,Kurozumi Family,Retainer,Alive,,0,0,0,0,,,,,,
581,Supersonic Duck SquadronSuper Spot-Billed Duck Troops,,,,,,0,0,0,0,,,,,,
582,Hildon,444.0,Thriller Bark Pirates,Wild Zombie,Deceased,,0,0,0,0,,,,,,
583,Hilmungardr,1128.0,,,Alive,,0,0,0,0,,,,,,
584,Himuro,951.0,Beasts Pirates,Samurai,Alive,,0,0,0,0,,,,,,
585,Hina,171.0,Marines  (Black Cage Corps),Rear Admiral,Alive,March 3,1,0,0,0,West Blue,32.0,181.0,F,Paramecia,200000000.0
586,Burn ScarThe Man with the Burn Scar,1056.0,,,Alive,,0,0,0,0,,,,,,
587,Hip,1038.0,Kid Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
588,Hippan Natte,948.0,Beasts Pirates,Waiter,Alive,,0,0,0,0,,,,,,
589,Hippie,1122.0,Endurance Curry Pirates,Pirate Captain,Alive,,0,0,0,0,,,,,,
590,Hippo Gallant,451.0,Thriller Bark Pirates,Wild Zombie Vice Commander,Deceased,,0,0,0,0,,,,,,
591,Hiramela,608.0,Mermaid Café,Dancer,Alive,,0,0,0,0,Grand Line,,,,,
592,Dr. HirilukDr. Hiruruku,141.0,,Doctor,Deceased,January 12,0,0,0,0,Grand Line,,213.0,F,,
593,Hiro Gomon,1122.0,Endurance Curry Pirates,Pirate,Alive,,0,0,0,0,,,,,,
594,Hiroshi,915.0,,Restaurant Owner,Alive,,0,0,0,0,,,,,,
595,Duke Genghis Baan,963.0,Mokomo Dukedom,Ruler of Mokomo Dukedom (Former),Unknown,,0,0,0,0,,,,,,
596,Dr. HouDr. Ooh,213.0,Nefertari Family,Doctor,Alive,,0,0,0,0,,,,,,
597,Hocha,391.0,Ohara Archaeologists,Archaeologist,Deceased,,0,0,0,0,,,,,,
598,Hocker,12.0,Chouchou,Pet Shop Owner,Deceased,May 17,0,0,0,0,East Blue,,,,,
599,Hordy JonesHody Jones,608.0,New Fish-Man Pirates,Pirate,Alive,April 14,0,0,0,0,Grand Line,30.0,331.0,F,,
600,Hoe,611.0,King Neptune,Neptune's transportation and pet,Alive,September 13,0,0,0,0,,,,,,
601,Hogback,446.0,Thriller Bark Pirates (Mysterious Four),Doctor,Alive,December 19,0,0,0,0,West Blue,45.0,223.0,XF,,
602,MichaelHoichael,432.0,Aunt (Non-Canon) ≠,Elementary school students (pre-timeskip),Alive,July 18,0,0,0,0,,12.0,,,,
603,Hoisassa,942.0,Kurozumi Family (former),Retainer (former),Alive,,1,0,0,0,,,,,Artificial Zoan,
604,Holdem,915.0,Beasts Pirates,Shinuchi,Alive,August 21,1,0,0,0,Grand Line,30.0,312.0,F,Artificial Zoan,
605,Holly,241.0,God's Army,Pet,Alive,November 7,0,0,0,0,,,,,,
606,Home,921.0,Mt. Atama Thieves,,Alive,,0,0,0,0,,,,,,
607,Hongo,1.0,Red Hair Pirates,Pirate,Alive,,0,0,0,0,,,,,,
608,Honnah,287.0,,Ship's Doctor,Deceased,,0,0,0,0,North Blue,,,,,
609,Hop,1040.0,Kid Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
610,Horse-Man,1016.0,Beasts Pirates,Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
611,Hotei,951.0,Beasts Pirates,Samurai,Alive,,0,0,0,0,,,,,,
612,Hotori and Kotori,260.0,God's Army,Lieutenants of the Divine Soldiers,Unknown,March 10,0,0,0,0,Sky Islands,25.0,179.0,S,,
613,Hototogisu,766.0,Marines,Vice Admiral,Alive,,0,0,0,0,,,,,,500000000.0
614,Hound,1078.0,Marines,Vice Admiral,Alive,,1,0,0,0,,,,,Zoan,500000000.0
615,House,1038.0,Kid Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
616,Hublot,552.0,Spade Pirates,Pirate,Alive,,0,0,0,0,,,,,,
617,Humphrey,598.0,Sabaody Archipelago,Bartender,Alive,,0,0,0,0,,,,,,
618,Hustle,60.0,Krieg Pirates,Pirate,Alive,July 28,0,0,0,0,East Blue,,,,,
619,Kicking Claw Force,196.0,Arabasta Kingdom,Guards,Deceased,,0,0,0,0,,,,,,
620,Hyogoro,926.0,Hyougoro Family (former) ,Prisoner (former),Alive,February 14,0,0,0,0,Grand Line,70.0,100.0,S,,
621,Hyoutauros,658.0,Caesar Clown (former),,Alive,,0,0,0,0,,,,,,
622,Hyouzou,607.0,New Fish-Man Pirates,Mercenary ,Alive,April 18,0,0,0,0,Grand Line,39.0,327.0,X,,
623,Ibiributsu,926.0,Beasts Pirates,Waiter,Alive,,0,0,0,0,,,,,,
624,Yves,738.0,Doerena Kingdom,Pirate,Alive,,0,0,0,0,,,,,,
625,Iceberg,323.0,Galley-La Company,President of the Galley-La Company,Alive,January 3,0,0,0,0,Grand Line,38.0,199.0,X,,
626,Guppy Mermaid Quintuplets,608.0,,,Alive,,0,0,0,0,Grand Line,,,,,
627,Ida,1153.0,,Bartender Circus Performer  (former),Deceased,,0,0,0,0,South Blue,,,,,
628,Ideaman,55.0,Krieg Pirates,Pirate,Alive,March 17,0,0,0,0,East Blue,,,,,
629,Ideo,706.0,Ideo Pirates,Captain of the Fourth Ship of the Straw Hat Grand Fleet,Alive,October 10,0,0,0,0,Grand Line,22.0,225.0,X,,
630,Igaram,106.0,Arabasta,Captain of the Royal Guard,Alive,December 6,0,0,0,0,Grand Line,48.0,218.0,X,,
631,Ikaros Much,611.0,New Fish-Man Pirates,Pirate,Alive,January 13,0,0,0,0,Grand Line,30.0,499.0,XF,,
632,Ikkaku,810.0,Heart Pirates ,Pirate,Unknown,December 7,0,0,0,0,,,,,,
633,Ikkaku,915.0,,Announcer,Alive,,0,0,0,0,,,,,,
634,Imu,906.0,World Government,Supreme ruler of the World Government (clandestine),Alive,,0,1,0,1,,,,,,
635,Inazuma,536.0,Kamabakka Kingdom,Revolutionary,Alive,August 3,1,0,0,0,South Blue,27.0,228.0,F,Paramecia,100000000.0
636,Inbi,954.0,Beasts Pirates (Numbers),,Alive,,0,0,0,0,,,,,,
637,Indigo,0.0,Golden Lion Pirates,Pirate,Alive,December 5,0,0,0,0,,,,,,
638,Inhel,718.0,Tontatta Kingdom Scouting Unit ,Scout ,Alive,,0,0,0,0,,,,,,
639,Ino Ichiban-no-Suke,917.0,,Firefighter,Alive,,0,0,0,0,,,,,,
640,DogstormDogupineInuarashi,808.0,Mokomo Dukedom,Daimyo,Alive,October 11,0,0,0,0,Grand Line,40.0,511.0,X,,
641,Inukai,932.0,,Official,Alive,,0,0,0,0,,,,,,
642,Dog PenguinInuppe,451.0,Thriller Bark,Wild Zombie,Deceased,December 16,0,0,0,0,,,,,,
643,MatsuIpponmatsu,97.0,Loguetown Arms Shop,Arms Shop Proprietor,Alive,January 31,0,0,0,0,East Blue,38.0,157.0,X,,
644,Ippon Ume,97.0,Loguetown Arms Shop,Arms Shop Proprietress,Alive,December 1,0,0,0,0,East Blue,,,,,
645,Isa,256.0,Shandia,,Alive,,0,0,0,0,,,,,,
646,Iscat,1127.0,,,Alive,,0,0,0,0,,,,,,
647,Verree Finework,325.0,,Appraiser,Alive,,0,0,0,0,,,,,,
648,Ishilly,608.0,Mermaid Café,Dancer,Alive,May 4,0,0,0,0,Grand Line,,,,,
649,Island Eater,128.0,,,Deceased,April 21,0,0,0,0,Grand Line,,71500.0,,,
650,Islewan,553.0,Whitebeard Pirates,Pirate,Alive,January 1,0,0,0,0,,,,,,
651,Issho,701.0,Marines,Admiral ,Alive,August 10,1,1,1,0,Grand Line,54.0,270.0,S,Paramecia,3000000000.0
652,Isuka,,,Marine Ensign,Alive,,0,0,0,0,,,,,,1000000.0
653,Itomimizu,306.0,Foxy Pirates (former),Pirate,Alive,January 11,0,0,0,0,,,,,,
654,Supersonic Duck SquadronSuper Spot-Billed Duck Troops,,,,,,0,0,0,0,,,,,,
655,Iwatobi,823.0,Levely,King,Alive,,0,0,0,0,,,,,,
656,Yuwana Myclose,1074.0,World Economy News Paper,Newspaper Columnist,Alive,,0,0,0,0,,24.0,,,,
657,Izo,553.0,Whitebeard Pirates (former),16th Division Commander (former),Deceased,October 13,0,0,0,0,Grand Line,43.0,192.0,X,,510000000.0
658,Jabari,956.0,CP6,Cipher Pol Agent,Alive,,0,0,0,0,,,,,,
659,Jabra,375.0,CP0,Cipher Pol Agent,Alive,June 5,1,1,1,0,North Blue,35.0,212.0,S,Zoan,
660,Jack,801.0,Beasts Pirates,All-Star,Alive,September 28,1,1,1,0,Grand Line,28.0,830.0,F,Ancient Zoan,1000000000.0
661,,,,,,,0,0,0,0,,,,,,
662,Jackson Burner,967.0,Roger Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
663,Jagger,1039.0,Kid Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
664,Jaguar D. Saul,392.0,Walrus School,History Teacher Vice Admiral (former),Alive,March 6,0,0,1,0,South Blue,105.0,1950.0,F,,
665,Jaki,954.0,Beasts Pirates (Numbers),,Alive,,0,0,0,0,,,,,,
666,Saint Jalmac,588.0,World Government,World Noble,Alive,November 9,0,0,0,0,,,,,,
667,Django,25.0,Marines,Marine Lieutenant Commander,Alive,December 28,0,0,0,0,East Blue,27.0,207.0,S,,1000000.0
668,Jarul,866.0,Giant Warrior Pirates (former),Pirate Captain (former),Alive,December 8,0,0,0,0,Grand Line,345.0,2050.0,F,,
669,St. Jaygarcia Saturn,233.0,Five Elders,Co-Head of the World Government (Public),Deceased,,0,0,0,0,,,,,,
670,Jean Ango,706.0,,Bounty Hunter,Alive,August 14,0,0,0,0,,,,,,
671,Jean Bart,497.0,Heart Pirates,Pirate,Unknown,April 6,0,0,0,0,,,,,,
672,Dez Tinny,526.0,,Prisoner,Alive,September 24,0,0,0,0,Grand Line,,,,,15000000.0
673,Jean Noueilles,617.0,New Fish-Man Pirates,Pirate,Alive,,0,0,0,0,Grand Line,,,,,
674,Jeep,906.0,Levely,King,Alive,,0,0,0,0,,,,,,
675,Jet,704.0,Ideo Pirates,Pirate,Alive,,0,0,0,0,,,,,,
676,Jerry,362.0,CP6,Cipher Pol Agent,Alive,February 22,0,0,0,0,South Blue,44.0,676.0,XF,,
677,Jero,680.0,Marines,Marine Officer,Alive,,0,0,0,0,,,,,,
678,Jesus Burgess,222.0,Blackbeard Pirates,Titanic Captain (Captain of the First Ship),Alive,December 25,1,0,0,0,Grand Line,27.0,355.0,F,Paramecia,20000000.0
679,,,,,,,0,0,0,0,,,,,,
680,Jewelry Bonney,498.0,Bonney Pirates,Pirate Captain,Alive,September 1,1,0,1,0,Red Line,10.0,174.0,F,Paramecia,320000000.0
681,Jibuemon,920.0,Kouzuki Family,Retainer of the Kouzuki Family,Alive,,0,0,0,0,,,,,,
682,Jigoku-Benten,931.0,Beasts Pirates,Ninja,Alive,October 18,0,0,0,0,Grand Line,21.0,225.0,X,,
683,Jigokukamabuta Megatenpanchiro,943.0,Shimotsuki Family,Retainer,Unknown,,0,0,0,0,,,,,,
684,Jigoro,452.0,Thriller Bark Pirates,General Zombie,Deceased,February 21,0,0,0,0,West Blue,,238.0,S,,
685,Jigra,860.0,Underworld ,Organ Trader,Deceased,,0,0,0,0,,,,,,
686,Jinbe,528.0,Straw Hat Pirates,Pirate,Alive,April 2,0,0,0,0,Grand Line,44.0,301.0,F,,1100000000.0
687,Jiron,1082.0,Revolutionary Army,North Army Deputy Commander,Alive,,0,0,0,0,,,,,,
688,Jobo,232.0,,,Alive,,0,0,0,0,,,,,,
689,Johanna,1135.0,Walrus School,Student,Alive,,0,0,0,0,,,,,,
690,John,450.0,Rocks Pirates (former),General Zombie,Deceased,,1,0,0,0,,,,,Paramecia,
691,John Giant,96.0,Marines,Vice Admiral,Alive,May 19,0,0,0,0,Grand Line,,,,,500000000.0
692,Johnny,42.0,Yosaku,Bounty Hunter (former),Alive,November 12,0,0,0,0,East Blue,23.0,186.0,F,,
693,George,353.0,World Government,Judge,Unknown,,0,0,0,0,,,,,,
694,Jormungandr,1142.0,,,Unknown,,0,0,0,0,,,,,,
695,Jorul,866.0,Giant Warrior Pirates (former),Pirate Captain (former),Deceased,December 4,0,0,0,0,Grand Line,,2150.0,F,,
696,Joseph,705.0,CP0,Cipher Pol Agent,Alive,,0,0,0,0,,,,,,
697,JoshuJosh,1065.0,Edison,Assistant,Alive,,0,0,0,0,,,,,,
698,Joyboy,628.0,,Pirate,Deceased,,1,0,0,0,Great Kingdom,,,,Mythical Zoan,
699,Jozu,234.0,Whitebeard Pirates,Pirate,Alive,November 11,1,1,1,0,West Blue,40.0,503.0,X,Paramecia,0.0
700,Judi,499.0,,,Alive,November 2,0,0,0,0,Grand Line,,,,,
701,Jugemu Jugemuko,954.0,,,Alive,,0,0,0,0,,,,,,
702,Jujiro,926.0,Kouzuki Family,Samurai,Alive,,0,0,0,0,,,,,,
703,Juki,977.0,Beasts Pirates (Numbers),,Alive,,0,0,0,0,,,,,,
704,Julius,578.0,Whitebeard Pirates,Pirate Captain,Alive,,0,0,0,0,,,,,,
705,Jumper,980.0,Beasts Pirates,Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
706,Junan,611.0,Criminal,Cashier,Alive,,0,0,0,0,Grand Line,,,,,
707,Cub,710.0,Tontatta Kingdom,Leader of Yellow Kabu Squad,Alive,July 1,1,0,0,0,,,,,Zoan,
708,Kadar,622.0,"Marines, G-2",Marine Rear Admiral,Unknown,July 29,0,0,0,0,,,,,,
709,Kagero,920.0,Kouzuki Family,Samurai,Alive,,0,0,0,0,,,,,,
710,Keygan,64.0,Krieg Pirates,Pirate,Alive,October 27,0,0,0,0,East Blue,,,,,
711,Kaido,795.0,Beasts Pirates,Governor-General,Unknown,May 1,1,0,0,0,Grand Line,59.0,710.0,F,Mythical Zoan,4611100000.0
712,Kairen,608.0,Mermaid Cafe,Dancer,Alive,,0,0,0,0,Grand Line,,,,,
713,Kairiken,498.0,,Bounty Hunter,Alive,January 24,0,0,0,0,,,,,,
714,Spara Heetpack,535.0,,,Unknown,,0,0,0,0,,,,,,100000000.0
715,Kaku,323.0,CP0,Cipher Pol Agent,Alive,August 7,1,1,1,0,East Blue,23.0,193.0,X,Zoan,
716,Kaku,927.0,Kyoshiro Family,,Alive,,0,1,1,0,,,,,,
717,Blockhead,334.0,,,Alive,,0,0,0,0,,,,,,
718,Kaku-no Shin,926.0,Kouzuki Family,Samurai,Alive,,0,0,0,0,,,,,,
719,KalgaraCalgaraKalgala,286.0,Shandia,Warrior,Deceased,October 4,0,0,0,0,Grand Line,,222.0,X,,
720,Kalifa,323.0,CP0,Cipher Pol Agent,Alive,April 23,1,1,1,0,Grand Line,25.0,185.0,XF,Paramecia,
721,Kamakiri,249.0,Shandia,Shandia Warrior,Alive,July 10,0,0,0,0,Sky Islands,22.0,214.0,F,,
722,Kamakiri-Girl,983.0,Beasts Pirates,Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
723,Kamekichi,926.0,,Newspaper deliveryman,Alive,,0,0,0,0,,,,,,
724,Kamijiro,914.0,Beasts Pirates,,Alive,,0,0,0,0,,,,,,
725,Kaneshiro,72.0,Arlong Pirates,Pirate,Alive,December 2,0,0,0,0,Grand Line,,,,,
726,Moneypenny,398.0,,Farmer,Alive,,0,0,0,0,,,,,,
727,Kappa,167.0,,Shoeshiner,Alive,,0,0,0,0,,,,,,
728,Karasu,593.0,Revolutionary Army (North Army),North Army Commander of the Revolutionary Army,Alive,September 18,1,1,1,0,North Blue,45.0,265.0,S,Logia,400000000.0
729,Karin,1134.0,Walrus School,Student,Alive,,0,0,0,0,,,,,,
730,Karma,553.0,Takotopus Pirates,Pirate Captain,Alive,June 6,0,0,0,0,,,,,,
731,Karoo,109.0,"Super Spot-Billed Duck Troops, Nefertari Vivi,  Straw Hat Pirates (former), Baroque Works (former)",Pet,Alive,November 8,0,0,0,0,Grand Line,14.0,150.0,F,,
732,Kasa,594.0,Raijin Island,,Alive,,0,0,0,0,,,,,,
733,KasagonKasagoba,607.0,New Fish-Man Pirates,Pirate,Alive,,0,0,0,0,Grand Line,,,,,
734,Kashii,377.0,"World Government  (defected ), Giant Warrior Pirates","Pirate,  Gate Guardian  (former )",Alive,April 1,0,0,0,0,Grand Line,154.0,1700.0,X,,
735,Kashigami,287.0,Shandia,,Deceased,November 4,0,0,0,0,,,,,,
736,Kashigami's Offspring,289.0,,,Deceased,,0,0,0,0,,,,,,
737,Katsuzo,960.0,,Yakuza,Deceased,,0,0,0,0,,,,,,
738,Kawamatsu,920.0,Kouzuki Family,Daimyo,Alive,June 14,0,1,1,0,Grand Line,41.0,271.0,F,,
739,Kaya,23.0,,Medical student,Alive,August 24,0,0,0,0,East Blue,17.0,169.0,F,,
740,Kazekage,931.0,Beasts Pirates,Ninja,Alive,February 28,0,0,0,0,Grand Line,43.0,192.0,F,,
741,Kazenbo,1030.0,Kurozumi Family,,Deceased,,0,0,0,0,Grand Line,,,,,
742,Kebi,164.0,Sand-Sand Clan (formerly),Rebel (former),Alive,,0,0,0,0,,,,,,
743,Kechatch,553.0,Whitebeard Pirates,Pirate,Alive,,0,0,0,0,,,,,,
744,,809.0,Mokomo Dukedom,,Alive,,0,0,0,0,,,,,,
745,Supersonic Duck SquadronSuper Spot-Billed Duck Troops,,,,,,0,0,0,0,,,,,,
746,Kelly Funk,704.0,Mogaro Kingdom,Assassin,Alive,December 9,1,0,0,0,Grand Line,36.0,168.0,X,Paramecia,57000000.0
747,Baskerville,379.0,World Government (Enies Lobby),Chief Justices of Enies Lobby,Unknown,March 30,0,0,0,0,Grand Line,48.0,512.0,Bas: X And: XF Kerville: F,,
748,Tusk,1142.0,Walrus School,Principal,Alive,,0,0,0,0,,,,,,
749,Kibagaeru,306.0,Foxy Pirates (former),Pirate,Alive,,0,0,0,0,,,,,,
750,Kibin,594.0,Marines,Marine Commodore,Alive,,0,0,0,0,,,,,,100000000.0
751,Kiev,325.0,Galley-La Company (Zambai's Company Union),"Dismantler, Bounty Hunter (former)",Alive,,0,0,0,0,,,,,,
752,Kikipatsu,925.0,Blackbeard Pirates,,Alive,,0,0,0,0,,,,,,
753,Kiku,515.0,Kuja,Warrior,Alive,,0,0,0,0,,,,,,
754,Kikunojo,913.0,Kouzuki Family,Daimyo of Ringo,Alive,September 9,0,1,1,0,Grand Line,22.0,287.0,XF,,
755,Kikyo,514.0,Kuja,Warrior,Alive,July 27,0,0,0,0,Calm Belt,,,,,
756,Killer,498.0,Kid Pirates,Pirate,Unknown,February 2,0,1,1,0,South Blue,25.0,195.0,X,,200000000.0
757,Kimel,552.0,Spade Pirates,Pirate,Alive,,0,0,0,0,,,,,,
758,Kin'emon,656.0,Kouzuki Family,Samurai,Alive,January 29,1,1,1,0,Grand Line,36.0,295.0,X,Paramecia,
759,Kinbo,917.0,,,Alive,,0,0,0,0,,,,,,
760,Kinderella,261.0,Evil Black Drum Kingdom,Miss Universe,Alive,January 20,0,0,0,0,,,,,,
761,King,920.0,Beasts Pirates,All-Star,Alive,December 1,1,1,1,0,Grand Line,47.0,613.0,S,Ancient Zoan,1390000000.0
762,Kingbaum,836.0,Big Mom Pirates,Master of the Seducing Woods,Unknown,July 13,0,0,0,0,Grand Line,,2340.0,,,
763,Kinga,570.0,Whitebeard Pirates,Pirate Captain,Alive,,0,0,0,0,,,,,,
764,Kingdew,562.0,Whitebeard Pirates,11th Division Commander,Alive,November 13,0,0,0,0,Grand Line,,,,,
765,Mushroom,536.0,Buggy Pirates,Pirate,Alive,,0,0,0,0,,,,,,100000000.0
766,,22.0,Animals of the Island of Rare Animals,,Alive,,0,0,0,0,,,,,,
767,Kirintauros,658.0,Caesar Clown (former),,Alive,,0,0,0,0,,,,,,
