,Official English Name,Debut,Affiliations,Occupations,Status,Birthday,Devil Fruit,Observation Haki,Armament Haki,Conquerers Haki,Origin,Age,Height,Blood Type,Fruit Type,Bounty
425,Eustass Kid,498.0,"['Kid Pirates', '  Ninja-Pirate-Mink-Samurai Alliance']",Pirate Captain,Unknown,January 10,1,1,1,1,South Blue,21.0,205.0,F,Paramecia,3000000000.0
426,Falafra,167.0,['Rebel Army (former)'],Rebel (former),Alive,,0,0,0,0,,,,,,
427,Farul,722.0,"['Beautiful Pirates', ' Straw Hat Grand Fleet']",Cavendish's steed,Alive,August 29,0,0,0,0,,,,,,
428,Faust,508.0,['Hawkins Pirates'],Pirate,Alive,December 13,0,0,0,0,North Blue,,,,,
429,Fen Bock,668.0,"['Caesar Clown (former)', ' Centaur Patrol Unit (former)']",,Alive,,0,0,0,0,,,,,,
430,Saint Figarland Garling,1086.0,"['Five Elders', '  Knights of God', ' World Nobles (Figarland Family)']",Co-Head of the World Government (Public),Alive,,0,0,0,0,,,,,,
431,Saint Figarland Shamrock,907.0,"['Knights of God', '  World Nobles (Figarland Family)']",Commander of Knights of God,Alive,March 9,0,0,0,0,West Blue,39.0,,,,
432,Fiyonce,608.0,['Mermaid Café'],Dancer,Alive,,0,0,0,0,Grand Line,,,,,
433,Finamore,552.0,['Spade Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
434,Dr. Fishbonen,594.0,['Marines'],Doctor,Alive,,0,0,0,0,,,,,,
435,Fisher Tiger,521.0,"['Sun Pirates', '  Fish-Man District (former)']",Adventurer,Deceased,November 5,0,0,0,0,Grand Line,,520.0,S (RH-),,230000000.0
436,Flapper,711.0,"['Tontatta Kingdom', '  Tonta Corps', ' Straw Hat Grand Fleet']",Pirate,Alive,July 28,0,0,0,0,,,,,,
437,Flair,,['Gérard'],Waitress,Deceased,,0,0,0,0,,,,,,
438,Footbianco,329.0,['Franky Family'],Dismantler,Alive,,0,0,0,0,,,,,,
439,Forest Boss,333.0,"['Ukkari Hot-Spring Island', ' Gedatsu']",Boss of the Forest,Alive,April 10,0,0,0,0,,,,,,
440,,566.0,['Whitebeard Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
441,Fossa,553.0,['Whitebeard Pirates'],15th Division Commander,Alive,April 15,0,0,0,0,North Blue,,,,,
442,Fourtricks,994.0,['Beasts Pirates'],Shinuchi,Alive,,1,0,0,0,,,,,Artificial Zoan,
443,Foxy,305.0,['Foxy Pirates'],Pirate Captain,Alive,April 4,1,0,0,0,South Blue,36.0,180.0,S,Paramecia,24000000.0
444,Francois,537.0,['Newkama Land (former)'],,Alive,,0,0,0,0,,,,,,
445,Franky,329.0,"['Straw Hat Pirates', 'Straw Hat Grand Fleet', 'Franky Family (former)', ""Tom's Workers (former)"", 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Shipwright,Alive,March 9,0,0,0,0,South Blue,34.0,240.0,XF,,394000000.0
446,Fuga,991.0,['Beasts Pirates (Numbers)'],,Alive,February 5,1,0,0,0,Grand Line,,1500.0,S,Artificial Zoan,
447,Fugar,1079.0,"['Social Club', ' Red Hair Pirates']",Pirate Captain,Alive,,0,0,0,0,,,,,,
448,Fugetsu Kisaburo,,,Swordsmith,Unknown,,0,0,0,0,,,,,,
449,Fugetsu Omusubi,1024.0,,Samurai,Deceased,June 30,0,0,1,0,Grand Line,,270.0,S,,
450,Fujin,931.0,"['Beasts Pirates', '  Orochi Oniwabanshu (former)', ' Kurozumi Family (former)']",Ninja,Alive,February 4,0,0,1,0,Grand Line,45.0,200.0,X,,
451,Fukaboshi,609.0,['Neptune Family'],Prince of the Ryugu Kingdom,Alive,February 4,0,0,0,0,Grand Line,24.0,604.0,S,,
452,Fukumi,,,,Deceased,,0,0,0,0,,,,,,
453,Fukurokuju,931.0,"['Kurozumi Family', ' Beasts Pirates (former)', '  Orochi Oniwabanshu (former)', '  Kouzuki Family (former)']",Ninja,Unknown,March 29,0,0,0,0,Grand Line,61.0,221.0,X,,
454,Fukurô,375.0,"['CP0', '  CP9  (former)']",Cipher Pol Agent,Alive,June 29,0,0,0,0,Grand Line,29.0,331.0,S,,
455,Fullbody,43.0,['Marines'],Marine Lieutenant Commander,Alive,September 7,0,0,0,0,North Blue,26.0,184.0,F,,1000000.0
456,Funkfreed,365.0,"['CP0, CP9 (former)']",Spandam's sword,Alive,April 28,1,0,0,0,,,,,Zoan,
457,Furika,960.0,,,Alive,,0,0,0,0,,,,,,
458,Furrari,906.0,['Levely'],King,Alive,,0,0,0,0,,,,,,
459,Fuza,241.0,"[""God's Army""]",Battle Pet,Alive,February 3,0,0,0,0,,,,,,
460,Gabu,580.0,['Red Hair Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
461,Gaburu,702.0,"['Reformation Army (維新軍, Ishin-gun?)']",Revolutionist commander,Deceased,,0,0,0,0,,,,,,
462,Berry,,,,,,0,0,0,0,,,,,,
463,Gaimon,22.0,,Guardian of the Island of Rare Animals Pirate (former),Alive,August 5,0,0,0,0,East Blue,43.0,130.0,X,,
464,Gal,680.0,"['Marines', ' G-5']",Marine Officer,Alive,,0,0,0,0,,,,,,
465,Galaxy,437.0,['Automata'],General,Alive,,0,0,0,0,,,,,,
466,Galdino,117.0,"['Cross Guild', ""  Buggy's Delivery"", '  Buggy Pirates', ' Buggy and Alvida Alliance', '  Baroque Works  (formerly)']",Pirate,Alive,March 3,1,0,0,0,South Blue,35.0,179.0,F,Paramecia,24000000.0
467,"Jolly, Gary",902.0,['Gally Pirates'],Pirate Captain,Alive,,0,0,0,0,,,,,,3450000.0
468,Toad Boingnosuke,909.0,,,Alive,,0,0,0,0,,,,,,
469,Gambia,705.0,"['Barto Club', ' Straw Hat Grand Fleet']",Staff Officer,Unknown,February 18,0,0,0,0,,,,,,67000000.0
470,Gambo,905.0,['Revolutionary Army'],South Army Deputy Commander,Alive,,0,0,0,0,,,,,,
471,Ganfor (VIZ,237.0,['Skypiea'],God of Skypiea,Alive,December 22,0,0,0,0,Grand Line,68.0,180.0,X,,
472,Gancho,711.0,['Tontatta Kingdom'],King,Alive,,0,0,0,0,,,,,,
473,Gangaru,951.0,"['Beasts Pirates', '  Mimawarigumi (former)']",Samurai,Alive,,0,0,0,0,,,,,,
474,Ganryu,552.0,['Spade Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
475,Ganryu,966.0,['Roger Pirates'],Pirate,Unknown,,0,0,0,0,,,,,,
476,Ganzui,450.0,"['Rocks Pirates (former)', ' Thriller Bark Pirates']",General Zombie,Deceased,,1,0,0,0,,,,,Paramecia,
477,Garudan,951.0,"['Beasts Pirates', '  Mimawarigumi (former)']",Samurai,Alive,,0,0,0,0,,,,,,
478,Gatherine,379.0,['World Government'],Waitress,Unknown,,0,0,0,0,,,,,,
479,Gattenshochi-no Sukeo,954.0,,Shipwright,Alive,,0,0,0,0,,,,,,
480,Gyats,702.0,['Corrida Colosseum'],Announcer,Alive,August 26,0,0,0,0,,,,,,
481,Gazelle-ManGazelleman,914.0,"['Beasts Pirates ', ' Tama ', ' Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
482,Gecko Moria,449.0,"['Thriller Bark Pirates (Mysterious Four)', 'Seven Warlords of the Sea  (former)', ' Gecko Pirates (former)']",Pirate Captain,Alive,September 6,1,0,0,0,West Blue,48.0,692.0,X,Paramecia,320000000.0
483,Gedatsu,241.0,"['Ukkari Hot-Spring Island', "" God's Army (former)""]","Priest of Enel  (former), Head Clerk of Hot Springs Resort",Alive,August 10,0,0,0,0,Sky Islands,29.0,220.0,S,,
484,Gem,110.0,"['New Spiders Cafe', ' Baroque Works  (former)']",Cafe Employee,Alive,July 26,1,0,0,0,South Blue,24.0,197.0,X,Paramecia,10000000.0
485,GenbouGenbo,249.0,"['Shandia', "" God's Guards""]",Shandia Warrior,Alive,February 9,0,0,0,0,Sky Islands,23.0,193.0,S,,
486,Genrin,940.0,,,Alive,,0,0,0,0,,,,,,
487,Genzo,71.0,['Cocoyasi Village'],Sheriff of Cocoyasi Village,Alive,June 17,0,0,0,0,East Blue,46.0,173.0,F,,
488,,,,,,,0,0,0,0,,,,,,
489,George Mach,313.0,['Foxy Pirates (former)'],Pirate,Alive,,0,0,0,0,,,,,,
490,Gerd,866.0,"['New Giant Warrior Pirates', "" Buggy's Delivery (former)"", '  Straw Hat Grand Fleet']",Pirate,Alive,February 25,0,0,0,0,Grand Line,75.0,1700.0,S,,
491,Ribbitini,1079.0,"['Puddle Pirates', ' Red Hair Pirates']",Pirate Captain,Alive,,0,0,0,0,,,,,,
492,Giberson,860.0,['Underworld'],"Warehouseman (倉庫業老舗, Sōkogyō Shinise?, English versions: ""Warehouse Kingpin"")",Alive,August 14,0,0,0,0,,,,,,
493,Gig,1024.0,['Kid Pirates'],Pirate,Unknown,,0,0,0,0,,,,,,
494,Gill Bastar,450.0,"['Thriller Bark Pirates  ', ' Rocks Pirates (former)']",Outlaw,Deceased,,1,0,0,0,,,,,Paramecia,970000000.0
495,Gimlet,775.0,,,Deceased,,0,0,0,0,,,,,,
496,Gin,44.0,['Krieg Pirates'],Pirate,Alive,April 7,0,0,0,0,East Blue,25.0,186.0,S,,12000000.0
497,Gina,318.0,['Foxy Pirates (former)'],Shipwright,Alive,,0,0,0,0,,,,,,
498,Ginko,682.0,,,Alive,,0,0,0,0,,,,,,
499,Ginnosuke,919.0,,Student,Alive,,0,0,0,0,,,,,,
500,Ginny,1095.0,"['Revolutionary Army (East Army)', '  Freedom Fighters (former)']","East Army Captain of the Revolutionary Army,  Slave (former)",Deceased,October 21,0,0,0,0,Grand Line,,174.0,F,,190000000.0
501,Ginrummy,795.0,['Beasts Pirates'],Shinuchi,Unknown,January 23,1,0,0,0,,,,,Artificial Zoan,
502,Giro Chintaro,909.0,,Samurai,Alive,,0,0,0,0,,,,,,
503,Giolla,682.0,['Donquixote Pirates'],Pirate Officer,Alive,January 25,1,0,0,0,North Blue,61.0,221.0,S,Paramecia,
504,Gion,907.0,['Marines'],Vice Admiral,Alive,,0,0,0,0,,,,,,500000000.0
505,Giovanni,809.0,"['Mokomo Dukedom', ' Inuarashi Musketeer Squad ', ' Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Three Inuarashi Musketeers,Alive,July 20,0,0,0,0,Grand Line,30.0,226.0,S,,
506,Gismonda,705.0,['CP0'],Cipher Pol Agent,Alive,,0,0,0,0,,,,,,
507,Gladius,682.0,['Donquixote Pirates'],Pirate Officer,Alive,August 6,1,0,0,0,North Blue,33.0,260.0,XF,Paramecia,31000000.0
508,Gloriosa,514.0,"['Kuja ', ' Kuja Pirates (former)', 'Rocks Pirates  (former)']",Empress of Amazon Lily (former),Alive,February 4,0,0,0,0,Calm Belt,,,,,
509,,427.0,['Marines'],Marine,Alive,,0,0,0,0,,,,,,
510,Glutbunny,1129.0,,,Deceased,,0,0,0,0,,,,,,
511,Gode,254.0,"[""God's Army""]",Clergyman,Unknown,,0,0,0,0,,,,,,
512,Going MerryMerry GoSS Merry Go,41.0,,,Destroyed,,0,0,0,0,,,1100.0,,,
513,Goki,954.0,['Beasts Pirates (Numbers)'],,Alive,,0,0,0,0,,,,,,
514,Gol D. Roger,1.0,"['Roger Pirates', '  Clan of D.']",Pirate Captain,Deceased,December 31,0,1,1,1,East Blue,,274.0,S,,5564800000.0
515,Goldberg,899.0,"['New Giant Warrior Pirates', "" Buggy's Delivery (former)"", '  Straw Hat Grand Fleet']",Cook,Alive,May 11,0,0,0,0,Grand Line,63.0,2100.0,,,
516,Goldfish Princess,189.0,['Goldfish Empire'],Princess of Goldfish Empire,Alive,,0,0,0,0,,,,,,
517,"Gomora,Gomorrah",366.0,['Franky Family'],Transportation,Alive,August 6,0,0,0,0,,,,,,
518,Gonbe,322.0,['Chimney'],Pet,Alive,February 8,0,0,0,0,,,,,,
519,Goo,483.0,['Pirate crew'],"Pirate, Captain",Alive,,0,0,0,0,,,,,,
520,Googly,101.0,['Poseidon'],,Alive,,0,0,0,0,,,,,,
521,Gorilla,596.0,['Marines'],Marine Captain,Alive,May 18,0,0,0,0,,,,,,100000000.0
522,Gorishiro,978.0,['Beasts Pirates'],,Alive,,0,0,0,0,,,,,,
523,Goro,316.0,['Ukkari Hot-Spring Island'],Onsen manager,Alive,November 26,0,0,0,0,,,,,,
524,GorobeiGorobe,924.0,,,Unknown,,0,0,0,0,,,,,,
525,Gotti,825.0,['Fire Tank Pirates'],"Pirate, Assassin,  Combatant",Alive,May 21,0,0,0,0,West Blue,33.0,375.0,S,,90000000.0
526,Grabba,717.0,['Tontatta Kingdom'],,Alive,,0,0,0,0,,,,,,
527,Gram,391.0,['Ohara Archaeologists'],Archaeologist,Deceased,,0,0,0,0,,,,,,
528,Great Michael,563.0,['Ally of the Whitebeard Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
529,Guernica,705.0,['CP0'],Cipher Pol Agent,Deceased,October 25,0,0,0,0,West Blue,,243.0,F,,
530,Guillotine,1078.0,['Marines'],Vice Admiral,Alive,,0,0,0,0,,,,,,500000000.0
531,Gurutaro,960.0,"['Mimawarigumi', '  Kouzuki Family']",Samurai,Unknown,,0,0,0,0,,,,,,
532,Gyaro,197.0,"['Macro Pirates', ' Sun Pirates (former)']",Pirate,Alive,,0,0,0,0,Grand Line,,,,,
533,Gyogyo,498.0,['Bonney Pirates'],Fishmonger (former),Alive,,0,0,0,0,South Blue,,,,,
534,"Gyoro, Nin, Bao",449.0,['Thriller Bark Pirates'],Soldier Zombies[citation needed],Deceased,,0,0,0,0,,,,,,
535,Gyoll,1.0,,Fishmonger,Alive,March 7,0,0,0,0,East Blue,,,,,
536,Gyro,611.0,"['Gyro Pirates , New Fish-Man Pirates (ruse, former)']",Pirate,Alive,June 22,0,0,0,0,,,,,,73000000.0
537,Hack,706.0,['Revolutionary Army'],Revolutionary Army memberFish-Man Karate InstructorFish-Man Jujutsu Martial Artist,Alive,August 9,0,0,0,0,Grand Line,38.0,280.0,F,,
538,Huck,391.0,['Ohara Archaeologists'],Archaeologist,Deceased,,0,0,0,0,,,,,,
539,Hajrudin,706.0,"['New Giant Warrior Pirates', "" Buggy's Delivery (resigned)"", '  Straw Hat Grand Fleet', '  Elbaph Royal Family (Illegitimate)']",Captain of the Sixth Ship of the Straw Hat Grand Fleet,Alive,August 12,0,0,0,0,Grand Line,81.0,2200.0,XF,,
540,Boxer,245.0,"['Wapol', ' Evil Black Drum Kingdom']",Pet,Alive,,0,0,0,0,,,,,,
541,Hakugan,810.0,"['Heart Pirates ', ' Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Helmsman,Unknown,,0,0,0,0,North Blue,,,,,
542,Ham Burger,823.0,,King of the Ballywood Kingdom,Alive,July 20,0,0,0,0,,,,,,
543,Hamburg,305.0,"['Foxy Pirates', ' Groggy Monsters']",Pirate,Alive,February 22,0,0,0,0,,,,,,
544,Hamlet,994.0,"['Beasts Pirates', ' Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Shinuchi,Alive,,1,0,0,0,,,,,Artificial Zoan,
545,Hammond,607.0,['New Fish-Man Pirates'],Pirate,Alive,July 17,0,0,0,0,Grand Line,,,,,
546,Hanko,940.0,,,Alive,,0,0,0,0,,,,,,
547,,971.0,,,Unknown,,0,0,0,0,,,,,,
548,Hanafuda,,['Seven Warlords of the Sea (former)'],Pirate,Deceased,,0,0,0,0,,,514.0,,,
549,Hangan,556.0,['Ally of the Whitebeard Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
550,Hanger,97.0,['Robecca Hanberg'],Salesperson,Alive,September 23,0,0,0,0,East Blue,,,,,
551,Hanji,929.0,,Pawn Shop Owner,Alive,,0,0,0,0,,,,,,
552,,949.0,['Ninja-Pirate-Mink-Samurai Alliance'],Prisoner (former),Alive,,0,0,0,0,,,,,,
553,Hannyabal,525.0,['Impel Down'],Chief Warden,Alive,August 28,0,0,0,0,South Blue,33.0,309.0,S,,
554,Hanzo,931.0,"['Beasts Pirates', '  Orochi Oniwabanshu (former)', '  Kouzuki Family Oniwabanshu (anime only, former)']",Ninja,Alive,August 3,0,0,0,0,Grand Line,42.0,544.0,F,,
555,Happa Yamao,341.0,,Carpenter,Alive,,0,0,0,0,,,,,,
556,,578.0,['Whitebeard Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
557,Hara,919.0,,,Alive,,0,0,0,0,,,,,,
558,Harald,1136.0,"['Elbaph Royal Family', 'Knights of God']",King of the Warland Kingdom,Deceased,,0,0,0,1,Grand Line,,,,,
559,Haredas,523.0,,Scientist,Alive,October 14,0,0,0,0,Sky Islands,95.0,253.0,X,,
560,Hareji,948.0,['Ninja-Pirate-Mink-Samurai Alliance'],Prisoner (former),Alive,,0,0,0,0,,41.0,,,,
561,Victimothy Crucifixio,594.0,,Pirate,Unknown,,0,0,0,0,,,,,,
562,Haruta,553.0,['Whitebeard Pirates'],12th Division Commander,Alive,February 4,0,0,0,0,South Blue,,,,,
563,PincersScissors,176.0,"['Ukkari Hot-Spring Island', ' Matsuge']",Ukkari Hot-Springs Resort Transportation,Alive,,0,0,0,0,,,,,,
564,Haccha,981.0,['Beasts Pirates (Numbers)'],,Alive,October 8,0,0,0,0,Grand Line,188.0,3675.0,XF,,
565,Hatchan,69.0,"['Takoyaki 8', '  Arlong Pirates  (former)', ' Sun Pirates (former)']",Takoyaki seller,Alive,August 8,0,0,0,0,,36.0,220.0,S,,8000000.0
566,Hatsume,951.0,"['Beasts Pirates', '  Mimawarigumi (former)']",Samurai,Alive,,0,0,0,0,,,,,,
567,Hattori,323.0,"['CP0', ' CP9  (former)', ' Galley-La Company  (former)']",Rob Lucci's Pet,Alive,August 10,0,0,0,0,,18.0,2.0,,,
568,Hawk-Man,959.0,['Beasts Pirates'],Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
569,Heat,500.0,"['Kid Pirates ', ' Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Pirate,Unknown,December 1,0,0,0,0,South Blue,,,,,
570,Helmeppo,3.0,"['Marines (Headquarters', ' SWORD) (formerly 153rd Branch)']",Lieutenant Commander,Alive,July 16,0,0,1,0,,20.0,179.0,S,,100000000.0
571,Heppoko,2.0,['Alvida Pirates (disbanded)'],Pirate,Alive,September 2,0,0,0,0,East Blue,,,,,
572,Hera,703.0,['Corrida Colosseum'],Gladiator,Alive,,0,0,0,0,,,,,,
573,Hera,1011.0,['Big Mom Pirates'],Living Weapon,Unknown,March 17,0,0,0,0,Grand Line,,212.0,,,
574,Heracles,524.0,,Explorer,Alive,May 10,0,0,0,0,South Blue,49.0,214.0,F,,
575,Herb,287.0,['Shandia'],,Deceased,,0,0,0,0,,,,,,
576,Hewitt,223.0,['Bellamy Pirates'],Chef,Unknown,,0,0,0,0,North Blue,,,,,
577,Hibari,1061.0,"['Marines', ' SWORD']",Commander,Alive,January 18,0,1,1,0,North Blue,17.0,165.0,F,,200000000.0
578,Hidayu,926.0,"['Kouzuki Family', '  Ninja-Pirate-Mink-Samurai Alliance']",Samurai,Alive,,0,0,0,0,,,,,,
579,Higuma,1.0,['Higuma Bandits'],Bandit Leader,Deceased,November 18,0,0,0,0,East Blue,,190.0,X,,8000000.0
580,Hihimaru,910.0,"['Beasts Pirates  (defected)', ' Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",,Alive,,0,0,0,0,,,,,,
581,Hikkomitsukumai,951.0,['Kurozumi Family'],Retainer,Alive,,0,0,0,0,,,,,,
582,Supersonic Duck SquadronSuper Spot-Billed Duck Troops,,,,,,0,0,0,0,,,,,,
583,Hildon,444.0,['Thriller Bark Pirates'],Wild Zombie,Deceased,,0,0,0,0,,,,,,
584,Hilmungardr,1128.0,,,Alive,,0,0,0,0,,,,,,
585,Himuro,951.0,"['Beasts Pirates', '  Kurozumi Family (Mimawarigumi)  (former)']",Samurai,Alive,,0,0,0,0,,,,,,
586,Hina,171.0,['Marines  (Black Cage Corps)'],Rear Admiral,Alive,March 3,1,0,0,0,West Blue,32.0,181.0,F,Paramecia,200000000.0
587,Burn ScarThe Man with the Burn Scar,1056.0,,,Alive,,0,0,0,0,,,,,,
588,Hip,1038.0,['Kid Pirates'],Pirate,Unknown,,0,0,0,0,,,,,,
589,Hippan Natte,948.0,['Beasts Pirates'],Waiter,Alive,,0,0,0,0,,,,,,
590,Hippie,1122.0,['Endurance Curry Pirates'],Pirate Captain,Alive,,0,0,0,0,,,,,,
591,Hippo Gallant,451.0,['Thriller Bark Pirates'],Wild Zombie Vice Commander,Deceased,,0,0,0,0,,,,,,
592,Hiramela,608.0,['Mermaid Café'],Dancer,Alive,,0,0,0,0,Grand Line,,,,,
593,Dr. HirilukDr. Hiruruku,141.0,,Doctor,Deceased,January 12,0,0,0,0,Grand Line,,213.0,F,,
594,Hiro Gomon,1122.0,['Endurance Curry Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
595,Hiroshi,915.0,,Restaurant Owner,Alive,,0,0,0,0,,,,,,
596,Duke Genghis Baan,963.0,['Mokomo Dukedom'],Ruler of Mokomo Dukedom (Former),Unknown,,0,0,0,0,,,,,,
597,Dr. HouDr. Ooh,213.0,['Nefertari Family'],Doctor,Alive,,0,0,0,0,,,,,,
598,Hocha,391.0,['Ohara Archaeologists'],Archaeologist,Deceased,,0,0,0,0,,,,,,
599,Hocker,12.0,['Chouchou'],Pet Shop Owner,Deceased,May 17,0,0,0,0,East Blue,,,,,
600,Hordy JonesHody Jones,608.0,"['New Fish-Man Pirates', '  Ally of the Flying Pirates (former)', ' Ryugu Kingdom (former)']",Pirate,Alive,April 14,0,0,0,0,Grand Line,30.0,331.0,F,,
601,Hoe,611.0,"['King Neptune', ' Fish-Man Island (Ryugu Kingdom)']",Neptune's transportation and pet,Alive,September 13,0,0,0,0,,,,,,
602,Hogback,446.0,['Thriller Bark Pirates (Mysterious Four)'],Doctor,Alive,December 19,0,0,0,0,West Blue,45.0,223.0,XF,,
603,MichaelHoichael,432.0,['Aunt (Non-Canon)\xa0≠'],Elementary school students (pre-timeskip),Alive,July 18,0,0,0,0,,12.0,,,,
604,Hoisassa,942.0,['Kurozumi Family (former)'],Retainer (former),Alive,,1,0,0,0,,,,,Artificial Zoan,
605,Holdem,915.0,['Beasts Pirates'],Shinuchi,Alive,August 21,1,0,0,0,Grand Line,30.0,312.0,F,Artificial Zoan,
606,Holly,241.0,"[""God's Army""]",Pet,Alive,November 7,0,0,0,0,,,,,,
607,Home,921.0,['Mt. Atama Thieves'],,Alive,,0,0,0,0,,,,,,
608,Hongo,1.0,['Red Hair Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
609,Honnah,287.0,,Ship's Doctor,Deceased,,0,0,0,0,North Blue,,,,,
610,Hop,1040.0,['Kid Pirates'],Pirate,Unknown,,0,0,0,0,,,,,,
611,Horse-Man,1016.0,['Beasts Pirates'],Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
612,Hotei,951.0,"['Beasts Pirates', ' Kurozumi Family (former)']",Samurai,Alive,,0,0,0,0,,,,,,
613,Hotori and Kotori,260.0,"[""God's Army""]",Lieutenants of the Divine Soldiers,Unknown,March 10,0,0,0,0,Sky Islands,25.0,179.0,S,,
614,Hototogisu,766.0,['Marines'],Vice Admiral,Alive,,0,0,0,0,,,,,,500000000.0
615,Hound,1078.0,['Marines'],Vice Admiral,Alive,,1,0,0,0,,,,,Zoan,500000000.0
616,House,1038.0,['Kid Pirates'],Pirate,Unknown,,0,0,0,0,,,,,,
617,Hublot,552.0,['Spade Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
618,Humphrey,598.0,['Sabaody Archipelago'],Bartender,Alive,,0,0,0,0,,,,,,
619,Hustle,60.0,['Krieg Pirates'],Pirate,Alive,July 28,0,0,0,0,East Blue,,,,,
620,Kicking Claw Force,196.0,['Arabasta Kingdom'],Guards,Deceased,,0,0,0,0,,,,,,
621,Hyogoro,926.0,"['Hyougoro Family (former) ', ' Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Prisoner (former),Alive,February 14,0,0,0,0,Grand Line,70.0,100.0,S,,
622,Hyoutauros,658.0,"['Caesar Clown (former)', ' Centaur Patrol Unit (former)']",,Alive,,0,0,0,0,,,,,,
623,Hyouzou,607.0,['New Fish-Man Pirates'],Mercenary ,Alive,April 18,0,0,0,0,Grand Line,39.0,327.0,X,,
624,Ibiributsu,926.0,['Beasts Pirates'],Waiter,Alive,,0,0,0,0,,,,,,
625,Yves,738.0,"['Doerena Kingdom', ' Donquixote Pirates']",Pirate,Alive,,0,0,0,0,,,,,,
626,Iceberg,323.0,"['Galley-La Company', ' Water 7', ""   Tom's Workers (former)""]",President of the Galley-La Company,Alive,January 3,0,0,0,0,Grand Line,38.0,199.0,X,,
627,Guppy Mermaid Quintuplets,608.0,,,Alive,,0,0,0,0,Grand Line,,,,,
628,Ida,1153.0,,Bartender Circus Performer  (former),Deceased,,0,0,0,0,South Blue,,,,,
629,Ideaman,55.0,['Krieg Pirates'],Pirate,Alive,March 17,0,0,0,0,East Blue,,,,,
630,Ideo,706.0,"['Ideo Pirates', '   Straw Hat Grand Fleet']",Captain of the Fourth Ship of the Straw Hat Grand Fleet,Alive,October 10,0,0,0,0,Grand Line,22.0,225.0,X,,
631,Igaram,106.0,"['Arabasta', '  Baroque Works  (former)']",Captain of the Royal Guard,Alive,December 6,0,0,0,0,Grand Line,48.0,218.0,X,,
632,Ikaros Much,611.0,['New Fish-Man Pirates'],Pirate,Alive,January 13,0,0,0,0,Grand Line,30.0,499.0,XF,,
633,Ikkaku,810.0,"['Heart Pirates ', ' Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Pirate,Unknown,December 7,0,0,0,0,,,,,,
634,Ikkaku,915.0,,Announcer,Alive,,0,0,0,0,,,,,,
635,Imu,906.0,['World Government'],Supreme ruler of the World Government (clandestine),Alive,,0,1,0,1,,,,,,
636,Inazuma,536.0,"['Kamabakka Kingdom', ' Newkama Land', ' Revolutionary Army', ' Impel Down (former)']",Revolutionary,Alive,August 3,1,0,0,0,South Blue,27.0,228.0,F,Paramecia,100000000.0
637,Inbi,954.0,['Beasts Pirates (Numbers)'],,Alive,,0,0,0,0,,,,,,
638,Indigo,0.0,['Golden Lion Pirates'],Pirate,Alive,December 5,0,0,0,0,,,,,,
639,Inhel,718.0,"['Tontatta Kingdom Scouting Unit ', ' Tontatta Pirates', ' Straw Hat Grand Fleet']",Scout ,Alive,,0,0,0,0,,,,,,
640,Ino Ichiban-no-Suke,917.0,,Firefighter,Alive,,0,0,0,0,,,,,,
641,DogstormDogupineInuarashi,808.0,"['Mokomo Dukedom', ' Musketeers', ' Kouzuki Family', '  Inuarashi Musketeer Squad', ' Ninja-Pirate-Mink-Samurai Alliance (disbanded)', ' Nine Red Scabbards', '  Roger Pirates (former)', ' Whitebeard Pirates  (former)']",Daimyo,Alive,October 11,0,0,0,0,Grand Line,40.0,511.0,X,,
642,Inukai,932.0,,Official,Alive,,0,0,0,0,,,,,,
643,Dog PenguinInuppe,451.0,"['Thriller Bark', ' Penguin Trio']",Wild Zombie,Deceased,December 16,0,0,0,0,,,,,,
644,MatsuIpponmatsu,97.0,['Loguetown Arms Shop'],Arms Shop Proprietor,Alive,January 31,0,0,0,0,East Blue,38.0,157.0,X,,
645,Ippon Ume,97.0,['Loguetown Arms Shop'],Arms Shop Proprietress,Alive,December 1,0,0,0,0,East Blue,,,,,
646,Isa,256.0,['Shandia'],,Alive,,0,0,0,0,,,,,,
647,Iscat,1127.0,,,Alive,,0,0,0,0,,,,,,
648,Verree Finework,325.0,,Appraiser,Alive,,0,0,0,0,,,,,,
649,Ishilly,608.0,['Mermaid Café'],Dancer,Alive,May 4,0,0,0,0,Grand Line,,,,,
