,Official English Name,Birthday,Devil Fruit,Observation Haki,Armament Haki,Conquerers Haki,Origin,Age,Height,Blood Type,Bounty,norm_bounty,haki_score,recent_freq,total_appearances,activity_score,alive,affiliation,total_bounty,norm_crew_bounty,road_poneglyph,crew_score,closeness
374,Den,October 10,0,0,0,0,Grand Line,62.0,435.0,X,,,0.0,0.0,6.0,0.0019955654101995565,True,,,,,,
375,Denjiro,October 26,0,1,1,0,Grand Line,47.0,306.0,XF,,,0.4,0.0,39.0,0.012971175166297116,True,,,,,,
376,Devil Dias,September 18,0,0,0,0,,,,,60000000.0,0.7981316007449639,0.0,0.0,1.0,0.0003325942350332594,False,Acumate Pirates,60000000.0,0.7643226729807813,0.0,0.45859360378846875,0.0
377,Diamante,May 29,1,1,1,0,North Blue,45.0,525.0,S,99000000.0,0.8204480613673855,0.4,0.0,31.0,0.010310421286031043,True,,,,,,
378,Didit,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
379,Diesel,,0,0,0,0,,,,,,,0.0,0.0,13.0,0.004323725055432372,True,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,
380,X. Barrels,,0,0,0,0,,,,,,,0.0,,,,False,Barrels Pirates,222000000.0,0.8201572077063032,0.0,0.4920943246237819,0.0
381,Earth Boss,August 4,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
382,Disc J,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
383,Disco,June 12,0,1,1,1,Grand Line,,,,,,1.0,0.01,6.0,0.008995565410199555,True,,,,,,
384,Dive,,0,0,0,0,,,,,,,0.0,0.01,3.0,0.007997782705099777,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
385,Dobby Ibadonbo,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
386,Doberman,October 8,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.06,20.0,0.048651884700665185,True,,,,,,
387,Dobon,,1,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
388,Doc Q,October 18,1,0,0,0,North Blue,26.0,342.0,S,72000000.0,0.8062565460694971,0.0,0.01,18.0,0.012986696230598668,True,Blackbeard Pirates,4246200000.0,0.9460987312641302,2.0,0.7676592387584782,0.39800615081866453
389,Dogura,December 19,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
390,Dogya,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
391,Howja Geddinthere II,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
392,Doll,,0,0,1,0,,22.0,,,500000000.0,0.8926186474302545,0.3,0.12,14.0,0.08865631929046562,True,,,,,,
393,Doma,February 1,0,0,0,0,,,,,,,0.0,0.0,6.0,0.0019955654101995565,True,,,,,,
394,Domino,October 30,0,0,0,0,Grand Line,,,,,,0.0,0.0,6.0,0.0019955654101995565,True,,,,,,
395,Domo-kun,January 30,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
396,Donannoyo,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
397,Donovan,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Foxy Pirates,954001000.0,0.8823784131843806,0.0,0.5294270479106283,
398,Donkino,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
399,Don Quixote Doflamingo,October 23,1,0,0,0,Red Line,39.0,305.0,X,340000000.0,0.8754320532308865,0.0,,,,True,,,,,,
400,Don Quixote Homing,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
401,Don Quixote Mjosgard,December 13,0,0,0,0,,25.0,211.0,X,,,0.0,,,,False,,,,,,0.0
402,Don Quixote Rocinante,July 15,1,0,0,0,Red Line,,293.0,S,,,0.0,,,,False,,,,,,0.0
403,Saint Donquixote Shivercalero,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
404,Dolan,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
405,Doringo,,0,0,0,0,,,,,,,0.0,0.04,8.0,0.030660753880266074,False,,,,,,0.0
406,Dorry,October 2,0,0,0,0,Grand Line,158.0,2260.0,F,1800000000.0,0.949701955562127,0.0,0.36,45.0,0.26696674057649666,True,Giant Warrior Pirates,3600000000.0,0.9390533083467907,0.0,0.5634319850080743,0.4509903317855523
407,Dosun,October 9,0,0,0,0,Grand Line,30.0,418.0,S,,,0.0,0.0,17.0,0.00565410199556541,True,New Fish-Man Pirates,73000000.0,0.7726920899893681,0.0,0.46361525399362086,
408,Dotaku,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
409,Doubt Brothers,,1,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
410,Dracule Mihawk,March 9,0,1,1,1,,41.0,198.0,S,3590000000.0,0.9804672826510895,1.0,0.04,32.0,0.0386430155210643,True,Cross Guild,8848000000.0,0.9774301107626138,0.0,0.5864580664575683,0.7191604011910533
411,Dragon Number Thirteen,June 3,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,False,,,,,,0.0
412,Dragon Number Twenty-One,,0,0,0,0,,,,,,,0.0,0.0,6.0,0.0019955654101995565,False,,,,,,0.0
413,Dorrow,,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,,,,True,,,,,,
414,Gack,October 22,0,0,0,0,East Blue,24.0,208.0,XF,,,0.0,,,,True,,,,,,
415,Drophy,December 25,1,0,0,0,Grand Line,49.0,156.0,S,14000000.0,0.7332784416366601,0.0,0.01,1.0,0.007332594235033259,True,,,,,,
416,Drug Peclo,September 29,0,0,0,0,,,,,,,0.0,0.0,6.0,0.0019955654101995565,True,,,,,,
417,Ducky Bree,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
418,Duval,August 11,0,0,0,0,Grand Line,23.0,470.0,S,,,0.0,0.01,14.0,0.011656319290465633,True,,,,,,
419,Eddy,,0,0,0,0,North Blue,,,,,,0.0,0.0,8.0,0.0026607538802660754,False,,,,,,0.0
420,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
421,Edward Newgate,April 6,1,1,1,1,Grand Line,,666.0,F,5046000000.0,0.9956387528487407,1.0,0.16,44.0,0.12663414634146342,False,,,,,,0.0
422,Edward Weevil,December 10,0,1,1,0,Grand Line,35.0,680.0,S,480000000.0,0.8907994633264983,0.4,0.0,2.0,0.0006651884700665188,True,,,,,,
423,Eyri,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
424,Ehgana,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
425,Eggplant Soldier,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,
426,,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
427,Elbow,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
428,Elizabero II,February 2,0,0,0,0,Grand Line,57.0,436.0,F,,,0.0,,,,True,,,,,,
429,Elmy,June 30,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
430,Emet,,0,0,0,0,,900.0,,,,,0.0,0.05,5.0,0.036662971175166294,False,,,,,,0.0
431,Emma,,0,0,0,0,,,,,,,0.0,0.01,2.0,0.0076651884700665186,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
432,Emporio Ivankov,January 8,1,0,0,0,Grand Line,51.0,449.0,XF,100000000.0,0.8208959427433579,0.0,0.16,58.0,0.13129046563192903,True,,,,,,
433,Eneru,May 6,1,0,0,0,Sky Islands,37.0,266.0,S,,,0.0,,,,True,,,,,,
434,Genista,February 24,0,0,0,0,Calm Belt,,,,,,0.0,,,,True,,,,,,
435,Epoida,June 4,0,0,0,0,,,,,,,0.0,0.0,12.0,0.003991130820399113,True,,,,,,
436,Epony,August 2,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
437,Eric,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
438,Elio,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
439,Eris,,0,0,0,0,,,,,,,0.0,0.06,6.0,0.043995565410199555,False,,,,,,0.0
440,Esta,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
441,Estrid,,0,0,0,0,Grand Line,,,,,,0.0,0.02,2.0,0.014665188470066518,False,,,,,,0.0
442,St. Ethanbaron V. Nusjuro,,0,1,1,1,,,,,,,1.0,,,,True,,,,,,
443,Ettara Chaunkai,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
444,Eustass Kid,January 10,1,1,1,1,South Blue,21.0,205.0,F,3000000000.0,0.9724662978477102,1.0,0.01,74.0,0.0316119733924612,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
445,Falafra,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
446,Farul,August 29,0,0,0,0,,,,,,,0.0,0.0,10.0,0.0033259423503325942,True,Beautiful Pirates,397000000.0,0.8449630674033065,0.0,0.5069778404419839,
447,Faust,December 13,0,0,0,0,North Blue,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,Hawkins Pirates,320000000.0,0.835761449123163,0.0,0.5014568694738978,
448,Fen Bock,,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
449,Saint Figarland Garling,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
450,Saint Figarland Shamrock,March 9,0,0,0,0,West Blue,39.0,,,,,0.0,,,,True,,,,,,
451,Fiyonce,,0,0,0,0,Grand Line,,,,,,0.0,,,,True,,,,,,
452,Finamore,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
453,Dr. Fishbonen,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
454,Fisher Tiger,November 5,0,0,0,0,Grand Line,,520.0,S (RH-),230000000.0,0.8580135565918475,0.0,0.01,4.0,0.008330376940133038,False,,,,,,0.0
455,Flapper,July 28,0,0,0,0,,,,,,,0.0,0.0,32.0,0.010643015521064302,True,,,,,,
456,Flair,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
457,Footbianco,,0,0,0,0,,,,,,,0.0,0.0,16.0,0.005321507760532151,True,,,,,,
458,Forest Boss,April 10,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
459,,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
460,Fossa,April 15,0,0,0,0,North Blue,,,,,,0.0,0.0,20.0,0.0066518847006651885,True,,,,,,
461,Fourtricks,,1,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
462,Foxy,April 4,1,0,0,0,South Blue,36.0,180.0,S,24000000.0,0.75729818455946,0.0,0.01,15.0,0.011988913525498891,True,Foxy Pirates,954001000.0,0.8823784131843806,0.0,0.5294270479106283,0.3354726476550634
463,Francois,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
464,Franky,March 9,0,0,0,0,South Blue,34.0,240.0,XF,394000000.0,0.8820009964296054,0.0,0.38,366.0,0.3877294900221729,True,Straw Hat Pirates,8816001000.0,0.9772754919028948,3.0,0.8863652951417369,0.5194192559616635
465,Fuga,February 5,1,0,0,0,Grand Line,,1500.0,S,,,0.0,0.0,4.0,0.0013303769401330377,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
466,Fugar,,0,0,0,0,,,,,,,0.0,0.01,1.0,0.007332594235033259,True,Red Hair Pirates,4142900000.0,0.9450476856439828,2.0,0.7670286113863896,
467,Fugetsu Kisaburo,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
468,Fugetsu Omusubi,June 30,0,0,1,0,Grand Line,,270.0,S,,,0.3,0.0,0.0,0.0,False,,,,,,0.0
469,Fujin,February 4,0,0,1,0,Grand Line,45.0,200.0,X,,,0.3,0.0,5.0,0.0016629711751662971,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
470,Fukaboshi,February 4,0,0,0,0,Grand Line,24.0,604.0,S,,,0.0,0.03,37.0,0.0333059866962306,True,,,,,,
471,Fukumi,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
472,Fukurokuju,March 29,0,0,0,0,Grand Line,61.0,221.0,X,,,0.0,0.0,25.0,0.008314855875831485,False,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,0.0
473,Fukurô,June 29,0,0,0,0,Grand Line,29.0,331.0,S,,,0.0,,,,True,,,,,,
474,Fullbody,September 7,0,0,0,0,North Blue,26.0,184.0,F,1000000.0,0.6156720012870898,0.0,0.01,12.0,0.010991130820399111,True,,,,,,
475,Funkfreed,April 28,1,0,0,0,,,,,,,0.0,0.0,10.0,0.0033259423503325942,True,,,,,,
476,Furika,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
477,Furrari,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
478,Fuza,February 3,0,0,0,0,,,,,,,0.0,0.0,8.0,0.0026607538802660754,True,,,,,,
479,Gabu,,0,0,0,0,,,,,,,0.0,,,,True,Red Hair Pirates,4142900000.0,0.9450476856439828,2.0,0.7670286113863896,
480,Gaburu,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
481,Berry,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
482,Gaimon,August 5,0,0,0,0,East Blue,43.0,130.0,X,,,0.0,0.01,2.0,0.0076651884700665186,True,,,,,,
483,Gal,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
484,Galaxy,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
485,Galdino,March 3,1,0,0,0,South Blue,35.0,179.0,F,24000000.0,0.75729818455946,0.0,0.0,20.0,0.0066518847006651885,True,Cross Guild,8848000000.0,0.9774301107626138,0.0,0.5864580664575683,0.3458114455994847
486,Gary,,0,0,0,0,,,,,3450000.0,0.6708586587448231,0.0,,,,True,Gally Pirates,3450000.0,0.6424410244695856,0.0,0.38546461468175136,
487,Toad Boingnosuke,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
488,Gambia,February 18,0,0,0,0,,,,,67000000.0,0.8030491318720737,0.0,0.01,5.0,0.008662971175166297,False,,,,,,0.0
489,Gambo,,0,0,0,0,,,,,,,0.0,0.05,7.0,0.03732815964523281,True,,,,,,
490,Ganfor (VIZ,December 22,0,0,0,0,Grand Line,68.0,180.0,X,,,0.0,,,,True,,,,,,
491,Gancho,,0,0,0,0,,,,,,,0.0,0.0,10.0,0.0033259423503325942,True,,,,,,
492,Gangaru,,0,0,0,0,,,,,,,0.0,0.0,7.0,0.002328159645232816,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
493,Ganryu,,0,0,0,0,,,,,,,0.0,0.04,14.0,0.03265631929046563,True,,,,,,
494,Ganryu,,0,0,0,0,,,,,,,0.0,0.04,14.0,0.03265631929046563,False,,,,,,0.0
495,Ganzui,,1,0,0,0,,,,,,,0.0,0.1,15.0,0.07498891352549888,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
496,Garudan,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
497,Gatherine,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
498,Gattenshochi-no Sukeo,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
499,Gyats,August 26,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
500,Gazelle-Man,,1,0,0,0,,,,,,,0.0,,,,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
501,Gecko Moria,September 6,1,0,0,0,West Blue,48.0,692.0,X,320000000.0,0.8727303883688056,0.0,0.01,38.0,0.019638580931263857,True,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.3731774554671715
502,Gedatsu,August 10,0,0,0,0,Sky Islands,29.0,220.0,S,,,0.0,0.0,10.0,0.0033259423503325942,True,,,,,,
503,Gem,July 26,1,0,0,0,South Blue,24.0,197.0,X,10000000.0,0.7182839539668867,0.0,0.0,0.0,0.0,True,,,,,,
504,Genbou,February 9,0,0,0,0,Sky Islands,23.0,193.0,S,,,0.0,,,,True,,,,,,
505,Genrin,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
506,Genzo,June 17,0,0,0,0,East Blue,46.0,173.0,F,,,0.0,0.01,24.0,0.014982261640798225,True,,,,,,
507,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
508,George Mach,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Foxy Pirates,954001000.0,0.8823784131843806,0.0,0.5294270479106283,
509,Gerd,February 25,0,0,0,0,Grand Line,75.0,1700.0,S,,,0.0,0.21,22.0,0.1543170731707317,True,New Giant Warrior Pirates,0.0,0.0,0.0,0.0,
510,Ribbitini,,0,0,0,0,,,,,,,0.0,,,,True,Red Hair Pirates,4142900000.0,0.9450476856439828,2.0,0.7670286113863896,
511,Ribbitini,,0,0,0,0,,,,,,,0.0,,,,True,Puddle Pirates,0.0,0.0,0.0,0.0,
512,Giberson,August 14,0,0,0,0,,,,,,,0.0,0.0,6.0,0.0019955654101995565,True,,,,,,
513,Gig,,0,0,0,0,,,,,,,0.0,0.01,7.0,0.009328159645232816,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
514,Gill Bastar,,1,0,0,0,,,,,970000000.0,0.9221505564228173,0.0,0.04,5.0,0.029662971175166294,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
515,Gimlet,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
516,Gin,April 7,0,0,0,0,East Blue,25.0,186.0,S,12000000.0,0.726408898672478,0.0,0.01,18.0,0.012986696230598668,True,,,,,,
517,Gina,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Foxy Pirates,954001000.0,0.8823784131843806,0.0,0.5294270479106283,
518,Ginko,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
519,Ginnosuke,,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
520,Ginny,October 21,0,0,0,0,Grand Line,,174.0,F,190000000.0,0.8494994050226481,0.0,0.07,7.0,0.05132815964523282,False,,,,,,0.0
521,Ginrummy,January 23,1,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,False,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,0.0
522,Giro Chintaro,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
523,Giolla,January 25,1,0,0,0,North Blue,61.0,221.0,S,,,0.0,0.0,14.0,0.004656319290465632,True,,,,,,
524,Gion,,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
525,Giovanni,July 20,0,0,0,0,Grand Line,30.0,226.0,S,,,0.0,0.01,14.0,0.011656319290465633,True,,,,,,
526,Gismonda,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
527,Gladius,August 6,1,0,0,0,North Blue,33.0,260.0,XF,31000000.0,0.7687035535316835,0.0,0.0,23.0,0.007649667405764966,True,,,,,,
528,Gloriosa,February 4,0,0,0,0,Calm Belt,,,,,,0.0,0.1,12.0,0.07399113082039911,True,Kuja Pirates,1739000000.0,0.9080011743060034,0.0,0.544800704583602,
529,,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
530,Glutbunny,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
531,Gode,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,False,,,,,,0.0
532,Going Merry,,0,0,0,0,,,1100.0,,,,0.0,0.0,3.0,0.0009977827050997783,False,,,,,,0.0
533,Goki,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
534,Gol D. Roger,December 31,0,1,1,1,East Blue,,274.0,S,5564800000.0,1.0,1.0,0.12,17.0,0.08965410199556541,False,,,,,,0.0
535,Goldberg,May 11,0,0,0,0,Grand Line,63.0,2100.0,,,,0.0,0.18,18.0,0.13198669623059867,True,New Giant Warrior Pirates,0.0,0.0,0.0,0.0,
536,Goldfish Princess,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
537,Gomorrah,August 6,0,0,0,0,,,,,,,0.0,0.0,20.0,0.0066518847006651885,True,,,,,,
538,Gonbe,February 8,0,0,0,0,,,,,,,0.0,0.0,44.0,0.014634146341463414,True,,,,,,
539,Goo,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
540,Googly,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
541,Gorilla,May 18,0,0,0,0,,,,,100000000.0,0.8208959427433579,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
542,Gorishiro,,0,0,0,0,,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
543,Goro,November 26,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
544,Gorobe,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
545,Gotti,May 21,0,0,0,0,West Blue,33.0,375.0,S,90000000.0,0.8162006755015002,0.0,0.0,22.0,0.007317073170731707,True,Fire Tank Pirates,535000000.0,0.8576946465883621,0.0,0.5146167879530172,0.34924697487519984
546,Grabba,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
547,Gram,,0,0,0,0,,,,,,,0.0,0.0,5.0,0.0016629711751662971,False,,,,,,0.0
548,Great Michael,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
549,Guernica,October 25,0,0,0,0,West Blue,,243.0,F,,,0.0,,,,False,,,,,,0.0
550,Guillotine,,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.06,6.0,0.043995565410199555,True,,,,,,
551,Gurutaro,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
552,Gyaro,,0,0,0,0,Grand Line,,,,,,0.0,0.0,6.0,0.0019955654101995565,True,Macro Pirates,0.0,0.0,0.0,0.0,
553,Gyogyo,,0,0,0,0,South Blue,,,,,,0.0,0.07,13.0,0.053323725055432376,True,Bonney Pirates,320000000.0,0.835761449123163,0.0,0.5014568694738978,
554,Gyoro,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
555,Gyoll,March 7,0,0,0,0,East Blue,,,,,,0.0,,,,True,,,,,,
556,Gyro,June 22,0,0,0,0,,,,,73000000.0,0.8068712292166861,0.0,0.0,1.0,0.0003325942350332594,True,Gyro Pirates,73000000.0,0.7726920899893681,0.0,0.46361525399362086,0.33485093841073665
557,Gyro,June 22,0,0,0,0,,,,,73000000.0,0.8068712292166861,0.0,0.0,1.0,0.0003325942350332594,True,New Fish-Man Pirates,73000000.0,0.7726920899893681,0.0,0.46361525399362086,0.33485093841073665
558,Hack,August 9,0,0,0,0,Grand Line,38.0,280.0,F,,,0.0,0.01,70.0,0.03028159645232816,True,,,,,,
559,Huck,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
560,Hajrudin,August 12,0,0,0,0,Grand Line,81.0,2200.0,XF,,,0.0,0.25,57.0,0.19395787139689577,True,New Giant Warrior Pirates,0.0,0.0,0.0,0.0,
561,Boxer,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
562,Hakugan,,0,0,0,0,North Blue,,,,,,0.0,0.0,12.0,0.003991130820399113,False,Heart Pirates,3000001500.0,0.9312725576728043,0.0,0.5587635346036826,0.0
563,Ham Burger,July 20,0,0,0,0,,,,,,,0.0,0.01,6.0,0.008995565410199555,True,,,,,,
564,Hamburg,February 22,0,0,0,0,,,,,,,0.0,0.01,10.0,0.010325942350332594,True,Foxy Pirates,954001000.0,0.8823784131843806,0.0,0.5294270479106283,
565,Hamlet,,1,0,0,0,,,,,,,0.0,0.0,12.0,0.003991130820399113,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
566,Hammond,July 17,0,0,0,0,Grand Line,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,New Fish-Man Pirates,73000000.0,0.7726920899893681,0.0,0.46361525399362086,
567,Hanko,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
568,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
569,Hanafuda,,0,0,0,0,,,514.0,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
570,Hangan,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
571,Hanger,September 23,0,0,0,0,East Blue,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
572,Hanji,,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
573,,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
574,Hannyabal,August 28,0,0,0,0,South Blue,33.0,309.0,S,,,0.0,0.0,14.0,0.004656319290465632,True,,,,,,
575,Hanzo,August 3,0,0,0,0,Grand Line,42.0,544.0,F,,,0.0,0.0,13.0,0.004323725055432372,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
576,Happa Yamao,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
577,,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
578,Hara,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
579,Harald,,0,0,0,1,Grand Line,,,,,,0.6,0.12,12.0,0.08799113082039911,False,,,,,,0.0
580,Haredas,October 14,0,0,0,0,Sky Islands,95.0,253.0,X,,,0.0,0.02,7.0,0.016328159645232813,True,,,,,,
581,Hareji,,0,0,0,0,,41.0,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
582,Victimothy Crucifixio,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
583,Haruta,February 4,0,0,0,0,South Blue,,,,,,0.0,0.0,11.0,0.0036585365853658534,True,,,,,,
584,Pincers,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
585,Haccha,October 8,0,0,0,0,Grand Line,188.0,3675.0,XF,,,0.0,,,,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
586,Hatchan,August 8,0,0,0,0,,36.0,220.0,S,8000000.0,0.7083398255251906,0.0,0.01,50.0,0.02362971175166297,True,,,,,,
